:START_ID,:END_ID,:TYPE
SỞ GIÁO DỤC VÀ ĐÀO TẠO THÀNH PHỐ HỒ CHÍ MINH,2106/KH-SGDĐT,BAN_HANH
2106/KH-SGDĐT,Nguyễn Văn Hiếu,KY_BOI
2106/KH-SGDĐT,Luật Giao dịch điện tử 2023,CAN_CU
2106/KH-SGDĐT,130/2018/NĐ-CP,CAN_CU
2106/KH-SGDĐT,04/CT-TTg,CAN_CU
2106/KH-SGDĐT,26/2019/TT-BGDĐT,CAN_CU
2106/KH-SGDĐT,28/2020/TT-BGDĐT,CAN_CU
2106/KH-SGDĐT,32/2020/TT-BGDĐT,CAN_CU
2106/KH-SGDĐT,10/2021/TT-BGDĐT,CAN_CU
2106/KH-SGDĐT,05/2023/TT-BGDĐT,CAN_CU
2106/KH-SGDĐT,3666/QĐ-BGDĐT,CAN_CU
2106/KH-SGDĐT,1458/BGDĐT-GDPT,CAN_CU
2106/KH-SGDĐT,3760/QĐ-UBND,CAN_CU
2106/KH-SGDĐT,328/QĐ-UBND,CAN_CU
2106/KH-SGDĐT,1230/QĐ-SGDĐT,CAN_CU
2106/KH-SGDĐT,2106/KH-SGDĐT-Muc_II,BAO_GOM
2106/KH-SGDĐT,2106/KH-SGDĐT-Muc_III,BAO_GOM
2106/KH-SGDĐT,2106/KH-SGDĐT-Muc_IV,BAO_GOM
2106/KH-SGDĐT-Muc_IV,2106/KH-SGDĐT-Muc_IV-nv_0_Phối_hợp_với_các_doa,GIAO_NHIEM_VU
2106/KH-SGDĐT-Muc_IV,2106/KH-SGDĐT-Muc_IV-nv_0_Các_đơn_vị_tổ_chức_t,GIAO_NHIEM_VU
2106/KH-SGDĐT-Muc_IV,2106/KH-SGDĐT-Muc_IV-nv_0_Rà_soát_dữ_liệu_nhân,GIAO_NHIEM_VU
2106/KH-SGDĐT-Muc_IV,2106/KH-SGDĐT-Muc_IV-nv_0_6_,GIAO_NHIEM_VU
2106/KH-SGDĐT-Muc_IV,2106/KH-SGDĐT-Muc_IV-nv_0_Thực_hiện_đầy_đủ_các,GIAO_NHIEM_VU
2106/KH-SGDĐT-Muc_IV,2106/KH-SGDĐT-Muc_IV-nv_0_Rà_soát_thực_hiện_ký,GIAO_NHIEM_VU
2106/KH-SGDĐT-Muc_IV,2106/KH-SGDĐT-Muc_IV-nv_2_Sử_dụng_Học_bạ_số_để,GIAO_NHIEM_VU
2106/KH-SGDĐT-Muc_IV,"2106/KH-SGDĐT-Muc_IV-nv_2_Tổ_chức_kiểm_tra,_đá",GIAO_NHIEM_VU
2106/KH-SGDĐT,2106/KH-SGDĐT-Muc_V,BAO_GOM
2106/KH-SGDĐT,2106/KH-SGDĐT-Muc_VII,BAO_GOM
