phulucId:ID,soPhuLuc,tenPhuLuc,noiDung,:LABEL
213/KH-BGDĐT-Phu_luc,Phụ lục,"Nội dung, yêu cầu về Học bạ số","Phụ lục
Nội dung, yêu cầu về Học bạ số
(Kèm theo Kế hoạch số 213/KH-BGDĐT ngày 01/03/2024 của Bộ Giáo dục và Đào tạo)",PhuLuc
